,LABEL,COMMENT,comclean,cleaned,sen_len1,sen_len2,sen_len3,tokens
789,GP, માત્ર એક જ વાત ખટકી. નેપોલિયન પહેલાં કે સમુદ્ર ગુપ્ત ?, માત્ર એક જ વાત ખટકી નેપોલિયન પહેલાં કે સમુદ્ર ગુપ્ત , માત્ર એક જ વાત ખટકી નેપોલિયન પહેલાં કે સમુદ્ર ગુપ્ત ,55,53,53,"['', 'માત્ર', 'એક', 'જ', 'વાત', 'ખટકી', 'નેપોલિયન', 'પહેલાં', 'કે', 'સમુદ્ર', 'ગુપ્ત', '']"
790,GP, ભારતના ઇતિહાસ ને નીચો દેખાડનારા અને વિશ્વની સભ્યતાઓ વિષે સાત સદી પહેલા સુધી અજ્ઞાન અંગ્રેજો અને યુરોપિયનો ના રવાડે ચડી , ભારતના ઇતિહાસ ને નીચો દેખાડનારા અને વિશ્વની સભ્યતાઓ વિષે સાત સદી પહેલા સુધી અજ્ઞાન અંગ્રેજો અને યુરોપિયનો ના રવાડે ચડી , ભારતના ઇતિહાસ ને નીચો દેખાડનારા અને વિશ્વની સભ્યતાઓ વિષે સાત સદી પહેલા સુધી અજ્ઞાન અંગ્રેજો અને યુરોપિયનો ના રવાડે ચડી ,120,120,120,"['', 'ભારતના', 'ઇતિહાસ', 'ને', 'નીચો', 'દેખાડનારા', 'અને', 'વિશ્વની', 'સભ્યતાઓ', 'વિષે', 'સાત', 'સદી', 'પહેલા', 'સુધી', 'અજ્ઞાન', 'અંગ્રેજો', 'અને', 'યુરોપિયનો', 'ના', 'રવાડે', 'ચડી', '']"
791,GP,હજુ આપણે સમુદ્ર ગુપ્ત ને ભારત નો નેપોલિયન કહેવાનો ? ,હજુ આપણે સમુદ્ર ગુપ્ત ને ભારત નો નેપોલિયન કહેવાનો  ,હજુ આપણે સમુદ્ર ગુપ્ત ને ભારત નો નેપોલિયન કહેવાનો  ,52,51,51,"['હજુ', 'આપણે', 'સમુદ્ર', 'ગુપ્ત', 'ને', 'ભારત', 'નો', 'નેપોલિયન', 'કહેવાનો', '']"
792,GP,"જો કહેવું જ હોય, તુલના કરાવી જ હોય તો નેપોલિયન ને કદાચ ફ્રાન્સ નો સમુદ્ર ગુપ્ત કહી શકાય ",જો કહેવું જ હોય તુલના કરાવી જ હોય તો નેપોલિયન ને કદાચ ફ્રાન્સ નો સમુદ્ર ગુપ્ત કહી શકાય ,જો કહેવું જ હોય તુલના કરાવી જ હોય તો નેપોલિયન ને કદાચ ફ્રાન્સ નો સમુદ્ર ગુપ્ત કહી શકાય ,88,87,87,"['જો', 'કહેવું', 'જ', 'હોય', 'તુલના', 'કરાવી', 'જ', 'હોય', 'તો', 'નેપોલિયન', 'ને', 'કદાચ', 'ફ્રાન્સ', 'નો', 'સમુદ્ર', 'ગુપ્ત', 'કહી', 'શકાય', '']"
793,GP,"પણ વાસ્તવ માં તે સમુદ્ર ગુપ્ત, ચંદ્ર ગુપ્ત કે પુષ્યમિત્ર શુંગ જેવા આપણા વીર સમ્રાટો સામે વામણો છે. ",પણ વાસ્તવ માં તે સમુદ્ર ગુપ્ત ચંદ્ર ગુપ્ત કે પુષ્યમિત્ર શુંગ જેવા આપણા વીર સમ્રાટો સામે વામણો છે ,પણ વાસ્તવ માં તે સમુદ્ર ગુપ્ત ચંદ્ર ગુપ્ત કે પુષ્યમિત્ર શુંગ જેવા આપણા વીર સમ્રાટો સામે વામણો છે ,99,97,97,"['પણ', 'વાસ્તવ', 'માં', 'તે', 'સમુદ્ર', 'ગુપ્ત', 'ચંદ્ર', 'ગુપ્ત', 'કે', 'પુષ્યમિત્ર', 'શુંગ', 'જેવા', 'આપણા', 'વીર', 'સમ્રાટો', 'સામે', 'વામણો', 'છે', '']"
794,GP,"રાઠોડ સાહેબ, નમ્ર વિનંતી કે આપણી યુવા પેઢી માં આપણી અસ્મિતાનું ગૌરવ પ્રેરો ",રાઠોડ સાહેબ નમ્ર વિનંતી કે આપણી યુવા પેઢી માં આપણી અસ્મિતાનું ગૌરવ પ્રેરો ,રાઠોડ સાહેબ નમ્ર વિનંતી કે આપણી યુવા પેઢી માં આપણી અસ્મિતાનું ગૌરવ પ્રેરો ,75,74,74,"['રાઠોડ', 'સાહેબ', 'નમ્ર', 'વિનંતી', 'કે', 'આપણી', 'યુવા', 'પેઢી', 'માં', 'આપણી', 'અસ્મિતાનું', 'ગૌરવ', 'પ્રેરો', '']"
797,GP,તો આપણા દ્વારા અપાતું શિક્ષણ આ દેશ માટે બહુ મોટી ધરોહર બની જશે.,તો આપણા દ્વારા અપાતું શિક્ષણ આ દેશ માટે બહુ મોટી ધરોહર બની જશે,તો આપણા દ્વારા અપાતું શિક્ષણ આ દેશ માટે બહુ મોટી ધરોહર બની જશે,63,62,62,"['તો', 'આપણા', 'દ્વારા', 'અપાતું', 'શિક્ષણ', 'આ', 'દેશ', 'માટે', 'બહુ', 'મોટી', 'ધરોહર', 'બની', 'જશે']"
802,GP,સર તમે જે બુક બતાવી એ બુક જોતી હોય તો મળી જાસે ?,સર તમે જે બુક બતાવી એ બુક જોતી હોય તો મળી જાસે ,સર તમે જે બુક બતાવી એ બુક જોતી હોય તો મળી જાસે ,48,47,47,"['સર', 'તમે', 'જે', 'બુક', 'બતાવી', 'એ', 'બુક', 'જોતી', 'હોય', 'તો', 'મળી', 'જાસે', '']"
805,GP,Saheb kai Khabar nathi padti bakharo thay 6 plz fari banavo,Saheb kai Khabar nathi padti bakharo thay 6 plz fari banavo,          ,59,59,10,"['', '']"
807,GP,Vah vah,Vah vah, ,7,7,1,"['', '']"
808,GP,sir telegram muko,sir telegram muko,  ,17,17,2,"['', '']"
809,GP,Sir tame amuk ans nathi samjata,Sir tame amuk ans nathi samjata,     ,31,31,5,"['', '']"
864,GP,સર તમે જે બૂક બતાવી તે ક્યાં થી મલસે,સર તમે જે બૂક બતાવી તે ક્યાં થી મલસે,સર તમે જે બૂક બતાવી તે ક્યાં થી મલસે,36,36,36,"['સર', 'તમે', 'જે', 'બૂક', 'બતાવી', 'તે', 'ક્યાં', 'થી', 'મલસે']"
924,GP,ખુબજ સરસ,ખુબજ સરસ,ખુબજ સરસ,8,8,8,"['ખુબજ', 'સરસ']"
937,GP,કૌટીલય મૌર્ય કાળ માં થઈ ગયા ગુપ્ત કાળમાં નૈ,કૌટીલય મૌર્ય કાળ માં થઈ ગયા ગુપ્ત કાળમાં નૈ,કૌટીલય મૌર્ય કાળ માં થઈ ગયા ગુપ્ત કાળમાં નૈ,43,43,43,"['કૌટીલય', 'મૌર્ય', 'કાળ', 'માં', 'થઈ', 'ગયા', 'ગુપ્ત', 'કાળમાં', 'નૈ']"
945,GP,વાહ વાહ સર અમારા માટે સોનાનો  સૂરજ ઉગ્યો 👍👍👍,વાહ વાહ સર અમારા માટે સોનાનો  સૂરજ ઉગ્યો 👍👍👍,વાહ વાહ સર અમારા માટે સોનાનો  સૂરજ ઉગ્યો ,44,44,41,"['વાહ', 'વાહ', 'સર', 'અમારા', 'માટે', 'સોનાનો', 'સૂરજ', 'ઉગ્યો', '']"
954,GP,વાહ!!!!!!!,વાહ,વાહ,10,3,3,['વાહ']
964,GP,ભુક્કા બોલાવી દીધા સાહેબ No1બંધારણ ફેકલ્ટી,ભુક્કા બોલાવી દીધા સાહેબ No1બંધારણ ફેકલ્ટી,ભુક્કા બોલાવી દીધા સાહેબ બંધારણ ફેકલ્ટી,42,42,39,"['ભુક્કા', 'બોલાવી', 'દીધા', 'સાહેબ', 'બંધારણ', 'ફેકલ્ટી']"
996,GP,ભારત અકાદમીના લીધે જ અમારા જેવા છેવાડાના ગામના પરિક્ષાર્થીઓને ખૂબ જ ઉપયોગી થાય છે..જય હિન્દ,ભારત અકાદમીના લીધે જ અમારા જેવા છેવાડાના ગામના પરિક્ષાર્થીઓને ખૂબ જ ઉપયોગી થાય છેજય હિન્દ,ભારત અકાદમીના લીધે જ અમારા જેવા છેવાડાના ગામના પરિક્ષાર્થીઓને ખૂબ જ ઉપયોગી થાય છેજય હિન્દ,91,89,89,"['ભારત', 'અકાદમીના', 'લીધે', 'જ', 'અમારા', 'જેવા', 'છેવાડાના', 'ગામના', 'પરિક્ષાર્થીઓને', 'ખૂબ', 'જ', 'ઉપયોગી', 'થાય', 'છેજય', 'હિન્દ']"
1000,GP,"Very nice sir vidio👌 
 
 બંધારણ નો પ્રથમ વિચાર ઇ.સ. 1894 મા 
 લોક માન્યતિલક આવ્યો હતો કે ?","Very nice sir vidio👌 
 
 બંધારણ નો પ્રથમ વિચાર ઇસ 1894 મા 
 લોક માન્યતિલક આવ્યો હતો કે ","    
 
 બંધારણ નો પ્રથમ વિચાર ઇસ  મા 
 લોક માન્યતિલક આવ્યો હતો કે ",90,87,66,"['', 'બંધારણ', 'નો', 'પ્રથમ', 'વિચાર', 'ઇસ', 'મા', 'લોક', 'માન્યતિલક', 'આવ્યો', 'હતો', 'કે', '']"
1001,GP, નમસ્કાર મિત્રો ., નમસ્કાર મિત્રો , નમસ્કાર મિત્રો ,17,16,16,"['', 'નમસ્કાર', 'મિત્રો', '']"
1002,GP,આજે આપણી ભારત અકાદમીની એપ્લિકેશન અપડેટ કરવામાં આવી છે ,આજે આપણી ભારત અકાદમીની એપ્લિકેશન અપડેટ કરવામાં આવી છે ,આજે આપણી ભારત અકાદમીની એપ્લિકેશન અપડેટ કરવામાં આવી છે ,54,54,54,"['આજે', 'આપણી', 'ભારત', 'અકાદમીની', 'એપ્લિકેશન', 'અપડેટ', 'કરવામાં', 'આવી', 'છે', '']"
1003,GP,તમારા બધા જ સોલ્યુશન એમાં થઈ ગયા છે જેમકે ટેસ્ટ માં waiting અને બીજા ફોન માં Something Went Wrong ની એરર..તો જલ્દીથી પ્લેસ્ટોર માં જઈને આપણી એપ અપડેટ કરો.,તમારા બધા જ સોલ્યુશન એમાં થઈ ગયા છે જેમકે ટેસ્ટ માં waiting અને બીજા ફોન માં Something Went Wrong ની એરરતો જલ્દીથી પ્લેસ્ટોર માં જઈને આપણી એપ અપડેટ કરો,તમારા બધા જ સોલ્યુશન એમાં થઈ ગયા છે જેમકે ટેસ્ટ માં  અને બીજા ફોન માં    ની એરરતો જલ્દીથી પ્લેસ્ટોર માં જઈને આપણી એપ અપડેટ કરો,154,151,126,"['તમારા', 'બધા', 'જ', 'સોલ્યુશન', 'એમાં', 'થઈ', 'ગયા', 'છે', 'જેમકે', 'ટેસ્ટ', 'માં', 'અને', 'બીજા', 'ફોન', 'માં', 'ની', 'એરરતો', 'જલ્દીથી', 'પ્લેસ્ટોર', 'માં', 'જઈને', 'આપણી', 'એપ', 'અપડેટ', 'કરો']"
1021,GP, આપના એકજ વિદેઓમાં  અમને  અમારા ઘણા બધા પ્રશ્નોના જવાબ મળે. ....  , આપના એકજ વિદેઓમાં  અમને  અમારા ઘણા બધા પ્રશ્નોના જવાબ મળે   , આપના એકજ વિદેઓમાં  અમને  અમારા ઘણા બધા પ્રશ્નોના જવાબ મળે   ,66,61,61,"['', 'આપના', 'એકજ', 'વિદેઓમાં', 'અમને', 'અમારા', 'ઘણા', 'બધા', 'પ્રશ્નોના', 'જવાબ', 'મળે', '']"
1028,GP," એમ કે  સ્ટમપ ની લંબાઈ , પીચની લંબાઈ, બડા નું વજન, એકજ  સમયમાં  અનેક માહિત અમને આસાનીથી મળે .", એમ કે  સ્ટમપ ની લંબાઈ  પીચની લંબાઈ બડા નું વજન એકજ  સમયમાં  અનેક માહિત અમને આસાનીથી મળે , એમ કે  સ્ટમપ ની લંબાઈ  પીચની લંબાઈ બડા નું વજન એકજ  સમયમાં  અનેક માહિત અમને આસાનીથી મળે ,93,89,89,"['', 'એમ', 'કે', 'સ્ટમપ', 'ની', 'લંબાઈ', 'પીચની', 'લંબાઈ', 'બડા', 'નું', 'વજન', 'એકજ', 'સમયમાં', 'અનેક', 'માહિત', 'અમને', 'આસાનીથી', 'મળે', '']"
1029,GP,સર તમે જે પણ સવાલ ના જવાબ આપો છો  એની સાથે આપને જે માહિતી ખ્યાલ હોઈએ તે  વીડિઓમાં જણાવી ......,સર તમે જે પણ સવાલ ના જવાબ આપો છો  એની સાથે આપને જે માહિતી ખ્યાલ હોઈએ તે  વીડિઓમાં જણાવી ,સર તમે જે પણ સવાલ ના જવાબ આપો છો  એની સાથે આપને જે માહિતી ખ્યાલ હોઈએ તે  વીડિઓમાં જણાવી ,94,88,88,"['સર', 'તમે', 'જે', 'પણ', 'સવાલ', 'ના', 'જવાબ', 'આપો', 'છો', 'એની', 'સાથે', 'આપને', 'જે', 'માહિતી', 'ખ્યાલ', 'હોઈએ', 'તે', 'વીડિઓમાં', 'જણાવી', '']"
1031,GP,જેમકે  ક્રિકેટ ની રમતમાં કેટલા પ્લેયર હોય છે. તો એની સાથે આપને જે માહિતી ખ્યાલ હોય એ જણાવી,જેમકે  ક્રિકેટ ની રમતમાં કેટલા પ્લેયર હોય છે તો એની સાથે આપને જે માહિતી ખ્યાલ હોય એ જણાવી,જેમકે  ક્રિકેટ ની રમતમાં કેટલા પ્લેયર હોય છે તો એની સાથે આપને જે માહિતી ખ્યાલ હોય એ જણાવી,90,89,89,"['જેમકે', 'ક્રિકેટ', 'ની', 'રમતમાં', 'કેટલા', 'પ્લેયર', 'હોય', 'છે', 'તો', 'એની', 'સાથે', 'આપને', 'જે', 'માહિતી', 'ખ્યાલ', 'હોય', 'એ', 'જણાવી']"
1043,GP, બસ આતુલું કારશો તો અમને  ઘણી મદદ થશે  હું આપના રેપ્લ્ય ની રાહ જોઇસ ....આપનો  શોધો સાદો વિદ્યાર્થી .. :), બસ આતુલું કારશો તો અમને  ઘણી મદદ થશે  હું આપના રેપ્લ્ય ની રાહ જોઇસ આપનો  શોધો સાદો વિદ્યાર્થી  , બસ આતુલું કારશો તો અમને  ઘણી મદદ થશે  હું આપના રેપ્લ્ય ની રાહ જોઇસ આપનો  શોધો સાદો વિદ્યાર્થી  ,104,96,96,"['', 'બસ', 'આતુલું', 'કારશો', 'તો', 'અમને', 'ઘણી', 'મદદ', 'થશે', 'હું', 'આપના', 'રેપ્લ્ય', 'ની', 'રાહ', 'જોઇસ', 'આપનો', 'શોધો', 'સાદો', 'વિદ્યાર્થી', '']"
1045,GP,ખૂબ સરસ !👌👌👌,ખૂબ સરસ 👌👌👌,ખૂબ સરસ ,12,11,8,"['ખૂબ', 'સરસ', '']"
1105,GP,Sir તમે જે ફોટો મૂકીને સમજાવો છો તે ટેકનિક ખૂબ જ સારી છે....,Sir તમે જે ફોટો મૂકીને સમજાવો છો તે ટેકનિક ખૂબ જ સારી છે, તમે જે ફોટો મૂકીને સમજાવો છો તે ટેકનિક ખૂબ જ સારી છે,60,56,53,"['', 'તમે', 'જે', 'ફોટો', 'મૂકીને', 'સમજાવો', 'છો', 'તે', 'ટેકનિક', 'ખૂબ', 'જ', 'સારી', 'છે']"
1152,GP,"આ 5 રીગ પૃથ્વી ના 5 ખંડનુ પ્રતિનિધિત્વ કરે છે  
 ભૂરૂં સકૅલ : યુરોપ 
 પીળું સકૅલ : એશિયા  
 કાળું સકૅલ : આફ્રિકા  
 લીલી સકૅલ : ઓસ્ટ્રેલિયા  
 લાલ સકૅલ : અમેરિકા 
 સ્વીકાર સૌપ્રથમ 1920માં અેન્ટવપૅ ઓલિમ્પિકમાં થયો","આ 5 રીગ પૃથ્વી ના 5 ખંડનુ પ્રતિનિધિત્વ કરે છે  
 ભૂરૂં સકૅલ  યુરોપ 
 પીળું સકૅલ  એશિયા  
 કાળું સકૅલ  આફ્રિકા  
 લીલી સકૅલ  ઓસ્ટ્રેલિયા  
 લાલ સકૅલ  અમેરિકા 
 સ્વીકાર સૌપ્રથમ 1920માં અેન્ટવપૅ ઓલિમ્પિકમાં થયો","આ  રીગ પૃથ્વી ના  ખંડનુ પ્રતિનિધિત્વ કરે છે  
 ભૂરૂં સકૅલ  યુરોપ 
 પીળું સકૅલ  એશિયા  
 કાળું સકૅલ  આફ્રિકા  
 લીલી સકૅલ  ઓસ્ટ્રેલિયા  
 લાલ સકૅલ  અમેરિકા 
 સ્વીકાર સૌપ્રથમ માં અેન્ટવપૅ ઓલિમ્પિકમાં થયો",212,207,201,"['આ', 'રીગ', 'પૃથ્વી', 'ના', 'ખંડનુ', 'પ્રતિનિધિત્વ', 'કરે', 'છે', 'ભૂરૂં', 'સકૅલ', 'યુરોપ', 'પીળું', 'સકૅલ', 'એશિયા', 'કાળું', 'સકૅલ', 'આફ્રિકા', 'લીલી', 'સકૅલ', 'ઓસ્ટ્રેલિયા', 'લાલ', 'સકૅલ', 'અમેરિકા', 'સ્વીકાર', 'સૌપ્રથમ', 'માં', 'અેન્ટવપૅ', 'ઓલિમ્પિકમાં', 'થયો']"
1175,GP,ખૂબ સરસ,ખૂબ સરસ,ખૂબ સરસ,7,7,7,"['ખૂબ', 'સરસ']"
1270,GP,કોણ ક્યારે મળી જશે ખબર જ નથી એવું મારા જીવનમાં પણ થયું જ છે 100 % સાચી વાત છે,કોણ ક્યારે મળી જશે ખબર જ નથી એવું મારા જીવનમાં પણ થયું જ છે 100  સાચી વાત છે,કોણ ક્યારે મળી જશે ખબર જ નથી એવું મારા જીવનમાં પણ થયું જ છે   સાચી વાત છે,77,76,73,"['કોણ', 'ક્યારે', 'મળી', 'જશે', 'ખબર', 'જ', 'નથી', 'એવું', 'મારા', 'જીવનમાં', 'પણ', 'થયું', 'જ', 'છે', 'સાચી', 'વાત', 'છે']"
1284,GP,5 સપ્ટેમ્બર શિક્ષક દિવસ 📚👍📚🙏,5 સપ્ટેમ્બર શિક્ષક દિવસ 📚👍📚🙏, સપ્ટેમ્બર શિક્ષક દિવસ 📚📚,28,28,25,"['', 'સપ્ટેમ્બર', 'શિક્ષક', 'દિવસ', '📚📚']"
1286,GP,સંજય કાકા મારા ખ્યાલથી તમારે ભગવાન ની મેર કહેવાય સાચેજ...જય ભવાની. .,સંજય કાકા મારા ખ્યાલથી તમારે ભગવાન ની મેર કહેવાય સાચેજજય ભવાની ,સંજય કાકા મારા ખ્યાલથી તમારે ભગવાન ની મેર કહેવાય સાચેજજય ભવાની ,68,63,63,"['સંજય', 'કાકા', 'મારા', 'ખ્યાલથી', 'તમારે', 'ભગવાન', 'ની', 'મેર', 'કહેવાય', 'સાચેજજય', 'ભવાની', '']"
1289,GP,સંજય સર સલામ છે સાહેબ,સંજય સર સલામ છે સાહેબ,સંજય સર સલામ છે સાહેબ,21,21,21,"['સંજય', 'સર', 'સલામ', 'છે', 'સાહેબ']"
1300,GP,સ્વામી વિવેકાનંદ મળ્યા ફરી પાછા 🙏🙏બધા સોલ્યુશન એક જ જગ્યા એ હસ્તા જીવન જીવવાના . ઘણુ જીવો વાલા 🙏😊@sanjayraval,સ્વામી વિવેકાનંદ મળ્યા ફરી પાછા 🙏🙏બધા સોલ્યુશન એક જ જગ્યા એ હસ્તા જીવન જીવવાના  ઘણુ જીવો વાલા 🙏😊sanjayraval,સ્વામી વિવેકાનંદ મળ્યા ફરી પાછા બધા સોલ્યુશન એક જ જગ્યા એ હસ્તા જીવન જીવવાના  ઘણુ જીવો વાલા ,109,107,92,"['સ્વામી', 'વિવેકાનંદ', 'મળ્યા', 'ફરી', 'પાછા', 'બધા', 'સોલ્યુશન', 'એક', 'જ', 'જગ્યા', 'એ', 'હસ્તા', 'જીવન', 'જીવવાના', 'ઘણુ', 'જીવો', 'વાલા', '']"
1328,GP,સંજય સર થેકયુ,સંજય સર થેકયુ,સંજય સર થેકયુ,13,13,13,"['સંજય', 'સર', 'થેકયુ']"
1334,GP,Badha video super che Sanjaybhai🙏🙏,Badha video super che Sanjaybhai🙏🙏,    ,34,34,4,"['', '']"
1347,GP,બધા દિવેલ પીધેલા હશે હું નઈ .,બધા દિવેલ પીધેલા હશે હું નઈ ,બધા દિવેલ પીધેલા હશે હું નઈ ,29,28,28,"['બધા', 'દિવેલ', 'પીધેલા', 'હશે', 'હું', 'નઈ', '']"
1348,GP,ભાઈ તમે તો  ખરેખા જીવન ને સરળ  માનવી દીધું,ભાઈ તમે તો  ખરેખા જીવન ને સરળ  માનવી દીધું,ભાઈ તમે તો  ખરેખા જીવન ને સરળ  માનવી દીધું,42,42,42,"['ભાઈ', 'તમે', 'તો', 'ખરેખા', 'જીવન', 'ને', 'સરળ', 'માનવી', 'દીધું']"
1382,GP,અભિમાન નો કરાય ઓકે..,અભિમાન નો કરાય ઓકે,અભિમાન નો કરાય ઓકે,20,18,18,"['અભિમાન', 'નો', 'કરાય', 'ઓકે']"
1393,GP,તમારા જેવા ગુરુ આખી દુનીયામા ક્યાય   નથી,તમારા જેવા ગુરુ આખી દુનીયામા ક્યાય   નથી,તમારા જેવા ગુરુ આખી દુનીયામા ક્યાય   નથી,40,40,40,"['તમારા', 'જેવા', 'ગુરુ', 'આખી', 'દુનીયામા', 'ક્યાય', 'નથી']"
1406,GP,સાચું કહું તો સંજય રાવલ સાહેબ જેવા નેતા જોવે,સાચું કહું તો સંજય રાવલ સાહેબ જેવા નેતા જોવે,સાચું કહું તો સંજય રાવલ સાહેબ જેવા નેતા જોવે,44,44,44,"['સાચું', 'કહું', 'તો', 'સંજય', 'રાવલ', 'સાહેબ', 'જેવા', 'નેતા', 'જોવે']"
1411,GP,ભાઈ ભાઈ,ભાઈ ભાઈ,ભાઈ ભાઈ,7,7,7,"['ભાઈ', 'ભાઈ']"
1453,GP,ગુજુભાઈ ધ ગ્રેટ મુવી મુકો ને,ગુજુભાઈ ધ ગ્રેટ મુવી મુકો ને,ગુજુભાઈ ધ ગ્રેટ મુવી મુકો ને,28,28,28,"['ગુજુભાઈ', 'ધ', 'ગ્રેટ', 'મુવી', 'મુકો', 'ને']"
1478,GP,"આ શું કરો છો 
 ""નાગાઈ""😊😊😊","આ શું કરો છો 
 નાગાઈ😊😊😊","આ શું કરો છો 
 નાગાઈ",25,23,20,"['આ', 'શું', 'કરો', 'છો', 'નાગાઈ']"
1532,GP,સુરત,સુરત,સુરત,4,4,4,['સુરત']
1551,GP,ગુજરાતિમૂવિ લખોકાય અનેઆવે કાય,ગુજરાતિમૂવિ લખોકાય અનેઆવે કાય,ગુજરાતિમૂવિ લખોકાય અનેઆવે કાય,29,29,29,"['ગુજરાતિમૂવિ', 'લખોકાય', 'અનેઆવે', 'કાય']"
1561,GP,સુંદર ભાવુક મુવી છે . જગુદાદા જે મોટરસાયકલ ચલાવે છે એવુ જાવા મોટરસાયકલ મારા પાસે પણ છે,સુંદર ભાવુક મુવી છે  જગુદાદા જે મોટરસાયકલ ચલાવે છે એવુ જાવા મોટરસાયકલ મારા પાસે પણ છે,સુંદર ભાવુક મુવી છે  જગુદાદા જે મોટરસાયકલ ચલાવે છે એવુ જાવા મોટરસાયકલ મારા પાસે પણ છે,86,85,85,"['સુંદર', 'ભાવુક', 'મુવી', 'છે', 'જગુદાદા', 'જે', 'મોટરસાયકલ', 'ચલાવે', 'છે', 'એવુ', 'જાવા', 'મોટરસાયકલ', 'મારા', 'પાસે', 'પણ', 'છે']"
