,LABEL,COMMENT,comclean,cleaned,sen_len1,sen_len2,sen_len3,tokens
1187,EP,Nice,Nice,Nice,4,4,4,['nice']
1193,EP,Aditya shah Golf player,Aditya shah Golf player,Aditya shah Golf player,23,23,23,"['aditya', 'shah', 'golf', 'player']"
1194,EP,Anjali bhagwat Shottong player,Anjali bhagwat Shottong player,Anjali bhagwat Shottong player,30,30,30,"['anjali', 'bhagwat', 'shottong', 'player']"
1195,EP,Anju bobby George long jump,Anju bobby George long jump,Anju bobby George long jump,27,27,27,"['anju', 'bobby', 'george', 'long', 'jump']"
1196,EP,Arjun award 1st cricketer salim Durani,Arjun award 1st cricketer salim Durani,Arjun award 1st cricketer salim Durani,38,38,38,"['arjun', 'award', '1st', 'cricketer', 'salim', 'durani']"
1197,EP,First arjun award Wilson jones in billiard,First arjun award Wilson jones in billiard,First arjun award Wilson jones in billiard,42,42,42,"['first', 'arjun', 'award', 'wilson', 'jones', 'in', 'billiard']"
1198,EP,First test between Australia england 1877,First test between Australia england 1877,First test between Australia england 1877,41,41,41,"['first', 'test', 'between', 'australia', 'england', '1877']"
1199,EP,Foot ball 2 sets 45 -45 minutes,Foot ball 2 sets 45 45 minutes,Foot ball 2 sets 45 45 minutes,31,30,30,"['foot', 'ball', '2', 'sets', '45', '45', 'minutes']"
1200,EP,"Football cricket Hockey 11 players. 
 Baseball 9 polo 4 Kho kho 9 Basket ball 5 kabbadi 7 Rugbi foot ball 15","Football cricket Hockey 11 players 
 Baseball 9 polo 4 Kho kho 9 Basket ball 5 kabbadi 7 Rugbi foot ball 15","Football cricket Hockey 11 players 
 Baseball 9 polo 4 Kho kho 9 Basket ball 5 kabbadi 7 Rugbi foot ball 15",108,107,107,"['football', 'cricket', 'hockey', '11', 'players', 'baseball', '9', 'polo', '4', 'kho', 'kho', '9', 'basket', 'ball', '5', 'kabbadi', '7', 'rugbi', 'foot', 'ball', '15']"
1201,EP,Gagan narang Air rifale shooting,Gagan narang Air rifale shooting,Gagan narang Air rifale shooting,32,32,32,"['gagan', 'narang', 'air', 'rifale', 'shooting']"
1202,EP,Hockey 35 35 minutes,Hockey 35 35 minutes,Hockey 35 35 minutes,20,20,20,"['hockey', '35', '35', 'minutes']"
1203,EP,Jadugar of cricket Jam Ranjitsingh,Jadugar of cricket Jam Ranjitsingh,Jadugar of cricket Jam Ranjitsingh,34,34,34,"['jadugar', 'of', 'cricket', 'jam', 'ranjitsingh']"
1204,EP,Kho kho play time 9 minutes for 1 set,Kho kho play time 9 minutes for 1 set,Kho kho play time 9 minutes for 1 set,37,37,37,"['kho', 'kho', 'play', 'time', '9', 'minutes', 'for', '1', 'set']"
1205,EP,Leander paes Rohan boppana Divij sharan Tennis,Leander paes Rohan boppana Divij sharan Tennis,Leander paes Rohan boppana Divij sharan Tennis,46,46,46,"['leander', 'paes', 'rohan', 'boppana', 'divij', 'sharan', 'tennis']"
1206,EP,Lionel messy of argentina.5 times Golden boot award,Lionel messy of argentina5 times Golden boot award,Lionel messy of argentina5 times Golden boot award,51,50,50,"['lionel', 'messy', 'of', 'argentina5', 'times', 'golden', 'boot', 'award']"
1207,EP,Marathon Race 42.195 kilometer and 26.219 miles,Marathon Race 42195 kilometer and 26219 miles,Marathon Race 42195 kilometer and 26219 miles,47,45,45,"['marathon', 'race', '42195', 'kilometer', 'and', '26219', 'miles']"
1208,EP,Narain Kartikyan Car race from Tamilnadu,Narain Kartikyan Car race from Tamilnadu,Narain Kartikyan Car race from Tamilnadu,40,40,40,"['narain', 'kartikyan', 'car', 'race', 'from', 'tamilnadu']"
1209,EP,National Sports Day 29 August in remember of Dhyanchand,National Sports Day 29 August in remember of Dhyanchand,National Sports Day 29 August in remember of Dhyanchand,55,55,55,"['national', 'sports', 'day', '29', 'august', 'in', 'remember', 'of', 'dhyanchand']"
1210,EP,National game of bangladesh kabbadi,National game of bangladesh kabbadi,National game of bangladesh kabbadi,35,35,35,"['national', 'game', 'of', 'bangladesh', 'kabbadi']"
1211,EP,Pankaj advani 2 times Rajiv gandhi khel ratna award for billiard and snooker,Pankaj advani 2 times Rajiv gandhi khel ratna award for billiard and snooker,Pankaj advani 2 times Rajiv gandhi khel ratna award for billiard and snooker,76,76,76,"['pankaj', 'advani', '2', 'times', 'rajiv', 'gandhi', 'khel', 'ratna', 'award', 'for', 'billiard', 'and', 'snooker']"
1212,EP,Sardar patel motera Stadium Ahemdabad biggest after melbourne.110000 capacity,Sardar patel motera Stadium Ahemdabad biggest after melbourne110000 capacity,Sardar patel motera Stadium Ahemdabad biggest after melbourne110000 capacity,77,76,76,"['sardar', 'patel', 'motera', 'stadium', 'ahemdabad', 'biggest', 'after', 'melbourne110000', 'capacity']"
1213,EP,There are 4 ampiree in Hockey,There are 4 ampiree in Hockey,There are 4 ampiree in Hockey,29,29,29,"['there', 'are', '4', 'ampiree', 'in', 'hockey']"
1214,EP,Thomas Cup Men's Badminton and Uber cup women's Badminton cup,Thomas Cup Mens Badminton and Uber cup womens Badminton cup,Thomas Cup Mens Badminton and Uber cup womens Badminton cup,61,59,59,"['thomas', 'cup', 'mens', 'badminton', 'and', 'uber', 'cup', 'womens', 'badminton', 'cup']"
1215,EP,"Tiger woods Golf,Davis cup Tennis,Hopeman cup Tennis.",Tiger woods GolfDavis cup TennisHopeman cup Tennis,Tiger woods GolfDavis cup TennisHopeman cup Tennis,53,50,50,"['tiger', 'woods', 'golfdavis', 'cup', 'tennishopeman', 'cup', 'tennis']"
1216,EP,"World Hockey 1st 1971. 
 Women cricket world cup 1973 
 Men cricket world cup 1975","World Hockey 1st 1971 
 Women cricket world cup 1973 
 Men cricket world cup 1975","World Hockey 1st 1971 
 Women cricket world cup 1973 
 Men cricket world cup 1975",82,81,81,"['world', 'hockey', '1st', '1971', 'women', 'cricket', 'world', 'cup', '1973', 'men', 'cricket', 'world', 'cup', '1975']"
1217,EP,Yellow Asia Green Australia Blue Europe America Red and Black africa,Yellow Asia Green Australia Blue Europe America Red and Black africa,Yellow Asia Green Australia Blue Europe America Red and Black africa,68,68,68,"['yellow', 'asia', 'green', 'australia', 'blue', 'europe', 'america', 'red', 'and', 'black', 'africa']"
1219,EP,Good,Good,Good,4,4,4,['good']
1221,EP,Nice work,Nice work,Nice work,9,9,9,"['nice', 'work']"
1226,EP,Very nice,Very nice,Very nice,9,9,9,"['very', 'nice']"
1227,EP,Nice video sir,Nice video sir,Nice video sir,14,14,14,"['nice', 'video', 'sir']"
1230,EP,good,good,good,4,4,4,['good']
1231,EP,Very nice video sir tq,Very nice video sir tq,Very nice video sir tq,22,22,22,"['very', 'nice', 'video', 'sir', 'tq']"
1232,EP,nice,nice,nice,4,4,4,['nice']
1234,EP,Good,Good,Good,4,4,4,['good']
1236,EP,Very nice,Very nice,Very nice,9,9,9,"['very', 'nice']"
1237,EP,Super,Super,Super,5,5,5,['super']
1238,EP,Yellow-asia black-africa rad-america blue - iron green-az,Yellowasia blackafrica radamerica blue  iron greenaz,Yellowasia blackafrica radamerica blue  iron greenaz,57,52,52,"['yellowasia', 'blackafrica', 'radamerica', 'blue', 'iron', 'greenaz']"
1240,EP,Sir superb,Sir superb,Sir superb,10,10,10,"['sir', 'superb']"
1241,EP,"Thanks 
 
 Sir","Thanks 
 
 Sir","Thanks 
 
 Sir",14,14,14,"['thanks', 'sir']"
1242,EP,Thanks sir,Thanks sir,Thanks sir,10,10,10,"['thanks', 'sir']"
1243,EP,Thanks sir!!!!!!!!!!!!!!!,Thanks sir,Thanks sir,25,10,10,"['thanks', 'sir']"
1244,EP,Nice sir,Nice sir,Nice sir,8,8,8,"['nice', 'sir']"
1245,EP,Nice sir,Nice sir,Nice sir,8,8,8,"['nice', 'sir']"
1246,EP,Sir ..very important question..,Sir very important question,Sir very important question,31,27,27,"['sir', 'very', 'important', 'question']"
1247,EP,Nice,Nice,Nice,4,4,4,['nice']
1248,EP,Nice,Nice,Nice,4,4,4,['nice']
1254,EP,Very good  sir,Very good  sir,Very good  sir,14,14,14,"['very', 'good', 'sir']"
1255,EP,I like,I like,I like,6,6,6,"['i', 'like']"
1267,EP,sanjay sir you are my idel,sanjay sir you are my idel,sanjay sir you are my idel,26,26,26,"['sanjay', 'sir', 'you', 'are', 'my', 'idel']"
1268,EP,Sanjay Bhai please came back to Amdabad school,Sanjay Bhai please came back to Amdabad school,Sanjay Bhai please came back to Amdabad school,46,46,46,"['sanjay', 'bhai', 'please', 'came', 'back', 'to', 'amdabad', 'school']"
1272,EP,Right sir super speech,Right sir super speech,Right sir super speech,22,22,22,"['right', 'sir', 'super', 'speech']"
1274,EP,Mane pan aavi rite speech aapvano skhokh che mare aa disa ma aagad vadhavu che,Mane pan aavi rite speech aapvano skhokh che mare aa disa ma aagad vadhavu che,Mane pan aavi rite speech aapvano skhokh che mare aa disa ma aagad vadhavu che,78,78,78,"['mane', 'pan', 'aavi', 'rite', 'speech', 'aapvano', 'skhokh', 'che', 'mare', 'aa', 'disa', 'ma', 'aagad', 'vadhavu', 'che']"
1280,EP,It's possible because you were not motivated towards greed.,Its possible because you were not motivated towards greed,Its possible because you were not motivated towards greed,59,57,57,"['its', 'possible', 'because', 'you', 'were', 'not', 'motivated', 'towards', 'greed']"
1287,EP,So nice sir and you I ask me chg your my life,So nice sir and you I ask me chg your my life,So nice sir and you I ask me chg your my life,45,45,45,"['so', 'nice', 'sir', 'and', 'you', 'i', 'ask', 'me', 'chg', 'your', 'my', 'life']"
1290,EP,road to poor to rich,road to poor to rich,road to poor to rich,20,20,20,"['road', 'to', 'poor', 'to', 'rich']"
1294,EP,Nice vibeos,Nice vibeos,Nice vibeos,11,11,11,"['nice', 'vibeos']"
1295,EP,Sir best,Sir best,Sir best,8,8,8,"['sir', 'best']"
1296,EP,Im big fan Sanjay Sir whenever get chanse so attend your seminar,Im big fan Sanjay Sir whenever get chanse so attend your seminar,Im big fan Sanjay Sir whenever get chanse so attend your seminar,64,64,64,"['im', 'big', 'fan', 'sanjay', 'sir', 'whenever', 'get', 'chanse', 'so', 'attend', 'your', 'seminar']"
1297,EP,Good  boss,Good  boss,Good  boss,10,10,10,"['good', 'boss']"
1304,EP,Super.sanjaybhai,Supersanjaybhai,Supersanjaybhai,16,15,15,['supersanjaybhai']
1305,EP,"Best performance ever  
 Keep it on","Best performance ever  
 Keep it on","Best performance ever  
 Keep it on",35,35,35,"['best', 'performance', 'ever', 'keep', 'it', 'on']"
1314,EP,What a speech !!! 😊😊,What a speech  😊😊,What a speech  ,20,15,15,"['what', 'a', 'speech', '']"
1315,EP,"One of the best content providers on YouTube... Sanjay Sir, you are brilliant...",One of the best content providers on YouTube Sanjay Sir you are brilliant,One of the best content providers on YouTube Sanjay Sir you are brilliant,80,73,73,"['one', 'of', 'the', 'best', 'content', 'providers', 'on', 'youtube', 'sanjay', 'sir', 'you', 'are', 'brilliant']"
1316,EP,Thankyou boss,Thankyou boss,Thankyou boss,13,13,13,"['thankyou', 'boss']"
1317,EP,Super,Super,Super,5,5,5,['super']
1318,EP,Super sanjay bhai raval,Super sanjay bhai raval,Super sanjay bhai raval,23,23,23,"['super', 'sanjay', 'bhai', 'raval']"
1320,EP,Mara patidev ne vyashn chodavu che kay tip aapo to tamaro aabhar,Mara patidev ne vyashn chodavu che kay tip aapo to tamaro aabhar,Mara patidev ne vyashn chodavu che kay tip aapo to tamaro aabhar,64,64,64,"['mara', 'patidev', 'ne', 'vyashn', 'chodavu', 'che', 'kay', 'tip', 'aapo', 'to', 'tamaro', 'aabhar']"
1323,EP,Sanjay sir we Need this in Hindi,Sanjay sir we Need this in Hindi,Sanjay sir we Need this in Hindi,32,32,32,"['sanjay', 'sir', 'we', 'need', 'this', 'in', 'hindi']"
1325,EP,Very Good,Very Good,Very Good,9,9,9,"['very', 'good']"
1327,EP,I love you sanjay sair,I love you sanjay sair,I love you sanjay sair,22,22,22,"['i', 'love', 'you', 'sanjay', 'sair']"
1329,EP,A true gift of Gujarat to Nation,A true gift of Gujarat to Nation,A true gift of Gujarat to Nation,32,32,32,"['a', 'true', 'gift', 'of', 'gujarat', 'to', 'nation']"
1330,EP,My life is change.thank you sir.🙏,My life is changethank you sir🙏,My life is changethank you sir,33,30,30,"['my', 'life', 'is', 'changethank', 'you', 'sir']"
1333,EP,Nice i like this,Nice i like this,Nice i like this,16,16,16,"['nice', 'i', 'like', 'this']"
1335,EP,Thanks sir 🙏🙏🙏,Thanks sir 🙏🙏🙏,Thanks sir ,14,11,11,"['thanks', 'sir', '']"
1338,EP,Supr,Supr,Supr,4,4,4,['supr']
1343,EP,Omg,Omg,Omg,3,3,3,['omg']
1344,EP,You are jinis,You are jinis,You are jinis,13,13,13,"['you', 'are', 'jinis']"
1346,EP,I am Marathi but trying to understand Gujarati...I want to learn Gujarati,I am Marathi but trying to understand GujaratiI want to learn Gujarati,I am Marathi but trying to understand GujaratiI want to learn Gujarati,73,70,70,"['i', 'am', 'marathi', 'but', 'trying', 'to', 'understand', 'gujaratii', 'want', 'to', 'learn', 'gujarati']"
1349,EP,.nice,nice,nice,5,4,4,['nice']
1351,EP,Tnx sir you change my life,Tnx sir you change my life,Tnx sir you change my life,26,26,26,"['tnx', 'sir', 'you', 'change', 'my', 'life']"
1353,EP,I also want to join seminar pls send me your number,I also want to join seminar pls send me your number,I also want to join seminar pls send me your number,51,51,51,"['i', 'also', 'want', 'to', 'join', 'seminar', 'pls', 'send', 'me', 'your', 'number']"
1354,EP,Thanks sir my life is change💙,Thanks sir my life is change💙,Thanks sir my life is change,29,28,28,"['thanks', 'sir', 'my', 'life', 'is', 'change']"
1355,EP,Sanjay sir thank you,Sanjay sir thank you,Sanjay sir thank you,20,20,20,"['sanjay', 'sir', 'thank', 'you']"
1356,EP,Good luck,Good luck,Good luck,9,9,9,"['good', 'luck']"
1357,EP,Really a useful for all,Really a useful for all,Really a useful for all,23,23,23,"['really', 'a', 'useful', 'for', 'all']"
1360,EP,Super sir,Super sir,Super sir,9,9,9,"['super', 'sir']"
1361,EP,Nice video,Nice video,Nice video,10,10,10,"['nice', 'video']"
1362,EP,Nice sir,Nice sir,Nice sir,8,8,8,"['nice', 'sir']"
1363,EP,Super sir,Super sir,Super sir,9,9,9,"['super', 'sir']"
1368,EP,Supar sar🙏🙏🙏🙏,Supar sar🙏🙏🙏🙏,Supar sar,13,9,9,"['supar', 'sar']"
1369,EP,Best of luck sir,Best of luck sir,Best of luck sir,16,16,16,"['best', 'of', 'luck', 'sir']"
1370,EP,Naei video,Naei video,Naei video,10,10,10,"['naei', 'video']"
1372,EP,Very nice,Very nice,Very nice,9,9,9,"['very', 'nice']"
1373,EP,Superb sanjay sir,Superb sanjay sir,Superb sanjay sir,17,17,17,"['superb', 'sanjay', 'sir']"
1375,EP,super top,super top,super top,9,9,9,"['super', 'top']"
1377,EP,Very nice speech,Very nice speech,Very nice speech,16,16,16,"['very', 'nice', 'speech']"
1378,EP,Nice Bosss,Nice Bosss,Nice Bosss,10,10,10,"['nice', 'bosss']"
1379,EP,first help ur self mr. raval then try to motivate others.....  B dislike for this,first help ur self mr raval then try to motivate others  B dislike for this,first help ur self mr raval then try to motivate others  B dislike for this,81,75,75,"['first', 'help', 'ur', 'self', 'mr', 'raval', 'then', 'try', 'to', 'motivate', 'others', 'b', 'dislike', 'for', 'this']"
1383,EP,you can see literally in this vedio..,you can see literally in this vedio,you can see literally in this vedio,37,35,35,"['you', 'can', 'see', 'literally', 'in', 'this', 'vedio']"
1385,EP, is that you want to shear with your motivational speech ?? really???? , is that you want to shear with your motivational speech  really , is that you want to shear with your motivational speech  really ,71,65,65,"['', 'is', 'that', 'you', 'want', 'to', 'shear', 'with', 'your', 'motivational', 'speech', 'really', '']"
1386,EP,now for being a Waiter you should belongs to lower cast??????,now for being a Waiter you should belongs to lower cast,now for being a Waiter you should belongs to lower cast,61,55,55,"['now', 'for', 'being', 'a', 'waiter', 'you', 'should', 'belongs', 'to', 'lower', 'cast']"
1387,EP,how people are obsessed with their cast ,how people are obsessed with their cast ,how people are obsessed with their cast ,40,40,40,"['how', 'people', 'are', 'obsessed', 'with', 'their', 'cast', '']"
1388,EP,i like it,i like it,i like it,9,9,9,"['i', 'like', 'it']"
1391,EP,koie nana kam thi dur na rahevu evu ape sikhvyu…,koie nana kam thi dur na rahevu evu ape sikhvyu…,koie nana kam thi dur na rahevu evu ape sikhvyu,48,47,47,"['koie', 'nana', 'kam', 'thi', 'dur', 'na', 'rahevu', 'evu', 'ape', 'sikhvyu']"
1395,EP,Sanjaybhai you great,Sanjaybhai you great,Sanjaybhai you great,20,20,20,"['sanjaybhai', 'you', 'great']"
1396,EP,Verry good sir 👌👌👌👌👌,Verry good sir 👌👌👌👌👌,Verry good sir ,20,15,15,"['verry', 'good', 'sir', '']"
1397,EP,vaah boss 🙏🙏🙏😍😍😍,vaah boss 🙏🙏🙏😍😍😍,vaah boss ,16,10,10,"['vaah', 'boss', '']"
1400,EP,"so thankful for you ,sir...",so thankful for you sir,so thankful for you sir,27,23,23,"['so', 'thankful', 'for', 'you', 'sir']"
1401,EP,You are  like   lecture  sir,You are  like   lecture  sir,You are  like   lecture  sir,28,28,28,"['you', 'are', 'like', 'lecture', 'sir']"
1402,EP,"This guy is overrated...he just got benifit of situation. Nothing else. 
 His logics are baseless.","This guy is overratedhe just got benifit of situation Nothing else 
 His logics are baseless","This guy is overratedhe just got benifit of situation Nothing else 
 His logics are baseless",98,92,92,"['this', 'guy', 'is', 'overratedhe', 'just', 'got', 'benifit', 'of', 'situation', 'nothing', 'else', 'his', 'logics', 'are', 'baseless']"
1403,EP,Awesome,Awesome,Awesome,7,7,7,['awesome']
1407,EP,WOW VEEEERY NICE,WOW VEEEERY NICE,WOW VEEEERY NICE,16,16,16,"['wow', 'veeeery', 'nice']"
1409,EP,Nice speech,Nice speech,Nice speech,11,11,11,"['nice', 'speech']"
1413,EP,That smile  10:45  😍,That smile  1045  😍,That smile  1045  ,20,18,18,"['that', 'smile', '1045', '']"
1419,EP,Nice,Nice,Nice,4,4,4,['nice']
1420,EP,Very beautiful sar,Very beautiful sar,Very beautiful sar,18,18,18,"['very', 'beautiful', 'sar']"
1421,EP,Superb sar,Superb sar,Superb sar,10,10,10,"['superb', 'sar']"
1425,EP,Pls come to Dahod,Pls come to Dahod,Pls come to Dahod,17,17,17,"['pls', 'come', 'to', 'dahod']"
1430,EP,I like you this video is best parfomance,I like you this video is best parfomance,I like you this video is best parfomance,40,40,40,"['i', 'like', 'you', 'this', 'video', 'is', 'best', 'parfomance']"
1431,EP,Good motivation,Good motivation,Good motivation,15,15,15,"['good', 'motivation']"
1434,EP,Hi,Hi,Hi,2,2,2,['hi']
1436,EP,Great men,Great men,Great men,9,9,9,"['great', 'men']"
1442,EP,No one can stop or underestimate Gujarati jai Gujarat jai hindustan,No one can stop or underestimate Gujarati jai Gujarat jai hindustan,No one can stop or underestimate Gujarati jai Gujarat jai hindustan,67,67,67,"['no', 'one', 'can', 'stop', 'or', 'underestimate', 'gujarati', 'jai', 'gujarat', 'jai', 'hindustan']"
1444,EP,Hi friends,Hi friends,Hi friends,10,10,10,"['hi', 'friends']"
1446,EP,"I loved this movie . Actors have worked amazingly ,",I loved this movie  Actors have worked amazingly ,I loved this movie  Actors have worked amazingly ,51,49,49,"['i', 'loved', 'this', 'movie', 'actors', 'have', 'worked', 'amazingly', '']"
1447,EP," it was funny ,simple  yet very powerful  . Gujjus 👌", it was funny simple  yet very powerful   Gujjus 👌, it was funny simple  yet very powerful   Gujjus ,52,49,49,"['', 'it', 'was', 'funny', 'simple', 'yet', 'very', 'powerful', 'gujjus', '']"
1449,EP,Superb comedy Gujarati movie. Enjoyed a lot...,Superb comedy Gujarati movie Enjoyed a lot,Superb comedy Gujarati movie Enjoyed a lot,46,42,42,"['superb', 'comedy', 'gujarati', 'movie', 'enjoyed', 'a', 'lot']"
1454,EP,ITS REALLY A SUPERB MOVIE!!!🙏🙏🙏,ITS REALLY A SUPERB MOVIE🙏🙏🙏,ITS REALLY A SUPERB MOVIE,31,25,25,"['its', 'really', 'a', 'superb', 'movie']"
1455,EP,"Amazing movie 
 Superb","Amazing movie 
 Superb","Amazing movie 
 Superb",22,22,22,"['amazing', 'movie', 'superb']"
1460,EP,Siddharth randeria it's too good,Siddharth randeria its too good,Siddharth randeria its too good,32,31,31,"['siddharth', 'randeria', 'its', 'too', 'good']"
1461,EP,Nice film,Nice film,Nice film,9,9,9,"['nice', 'film']"
1463,EP,for me sanjay goradia  is the best,for me sanjay goradia  is the best,for me sanjay goradia  is the best,34,34,34,"['for', 'me', 'sanjay', 'goradia', 'is', 'the', 'best']"
1464,EP,Very good movie,Very good movie,Very good movie,15,15,15,"['very', 'good', 'movie']"
1465,EP,1:55:43  very funny,15543  very funny,15543  very funny,19,17,17,"['15543', 'very', 'funny']"
1466,EP,Great,Great,Great,5,5,5,['great']
1467,EP,Nice gujarati natak by teachers on occasion og teacher's day....,Nice gujarati natak by teachers on occasion og teachers day,Nice gujarati natak by teachers on occasion og teachers day,64,59,59,"['nice', 'gujarati', 'natak', 'by', 'teachers', 'on', 'occasion', 'og', 'teachers', 'day']"
1468,EP,how download full pitcure,how download full pitcure,how download full pitcure,25,25,25,"['how', 'download', 'full', 'pitcure']"
1469,EP, Hats off👒!! Really making us to feel proud😇, Hats off👒 Really making us to feel proud😇, Hats off Really making us to feel proud,44,40,40,"['', 'hats', 'off', 'really', 'making', 'us', 'to', 'feel', 'proud']"
1470,EP,Super,Super,Super,5,5,5,['super']
1473,EP,Good movie,Good movie,Good movie,10,10,10,"['good', 'movie']"
1475,EP,"This movie ,🤘🤘😂👍👍",This movie 🤘🤘😂👍👍,This movie ,17,11,11,"['this', 'movie', '']"
1476,EP,My god...ultimate fun...hahaha,My godultimate funhahaha,My godultimate funhahaha,30,24,24,"['my', 'godultimate', 'funhahaha']"
1477,EP,2:18:15  nice...like modiji,21815  nicelike modiji,21815  nicelike modiji,27,22,22,"['21815', 'nicelike', 'modiji']"
1480,EP,Supar movie🎬,Supar movie🎬,Supar movie,12,11,11,"['supar', 'movie']"
1481,EP,I love this picture,I love this picture,I love this picture,19,19,19,"['i', 'love', 'this', 'picture']"
1482,EP,Thank you pen ગુજરાતી,Thank you pen ગુજરાતી,Thank you pen ,21,14,14,"['thank', 'you', 'pen', '']"
1483,EP,Best video,Best video,Best video,10,10,10,"['best', 'video']"
1486,EP,50:49,5049,5049,5,4,4,['5049']
1488,EP,Nice movie gujjubhai most wanted,Nice movie gujjubhai most wanted,Nice movie gujjubhai most wanted,32,32,32,"['nice', 'movie', 'gujjubhai', 'most', 'wanted']"
1489,EP,Awesome movie :),Awesome movie ,Awesome movie ,16,14,14,"['awesome', 'movie', '']"
1492,EP,Please upload natsamrat Gujarati movie in 1080p,Please upload natsamrat Gujarati movie in 1080p,Please upload natsamrat Gujarati movie in 1080p,47,47,47,"['please', 'upload', 'natsamrat', 'gujarati', 'movie', 'in', '1080p']"
1493,EP,supper movis,supper movis,supper movis,12,12,12,"['supper', 'movis']"
1494,EP,Best Gujarti moive in world,Best Gujarti moive in world,Best Gujarti moive in world,27,27,27,"['best', 'gujarti', 'moive', 'in', 'world']"
1496,EP,this movie is fabulous,this movie is fabulous,this movie is fabulous,22,22,22,"['this', 'movie', 'is', 'fabulous']"
1500,EP,Nice,Nice,Nice,4,4,4,['nice']
1502,EP,"Nice video  
 #dilshadmerchant","Nice video  
 dilshadmerchant","Nice video  
 dilshadmerchant",30,29,29,"['nice', 'video', 'dilshadmerchant']"
1505,EP,Good movie,Good movie,Good movie,10,10,10,"['good', 'movie']"
1507,EP,@pengujarati can you please upload any Natak of Siddharth randeria ? they are super funny too...,pengujarati can you please upload any Natak of Siddharth randeria  they are super funny too,pengujarati can you please upload any Natak of Siddharth randeria  they are super funny too,96,91,91,"['pengujarati', 'can', 'you', 'please', 'upload', 'any', 'natak', 'of', 'siddharth', 'randeria', 'they', 'are', 'super', 'funny', 'too']"
1511,EP,😘 grte move   i love gujrat,😘 grte move   i love gujrat, grte move   i love gujrat,27,26,26,"['', 'grte', 'move', 'i', 'love', 'gujrat']"
1514,EP,The hallardo was brilliant 😁😘😍🤪😜🤩,The hallardo was brilliant 😁😘😍🤪😜🤩,The hallardo was brilliant ,33,27,27,"['the', 'hallardo', 'was', 'brilliant', '']"
1516,EP,Damn funny😂😅,Damn funny😂😅,Damn funny,12,10,10,"['damn', 'funny']"
1518,EP,super,super,super,5,5,5,['super']
1519,EP,Superb,Superb,Superb,6,6,6,['superb']
1524,EP,"Super super super hilarious movie. Thanks Pen India, producer, director, actors of this movie",Super super super hilarious movie Thanks Pen India producer director actors of this movie,Super super super hilarious movie Thanks Pen India producer director actors of this movie,93,89,89,"['super', 'super', 'super', 'hilarious', 'movie', 'thanks', 'pen', 'india', 'producer', 'director', 'actors', 'of', 'this', 'movie']"
1527,EP,Super fine movie…,Super fine movie…,Super fine movie,17,16,16,"['super', 'fine', 'movie']"
1528,EP,Superb movie,Superb movie,Superb movie,12,12,12,"['superb', 'movie']"
1529,EP,Superb gujju bhai,Superb gujju bhai,Superb gujju bhai,17,17,17,"['superb', 'gujju', 'bhai']"
1530,EP,can you upload making of this film .... which you can called also behind the scene,can you upload making of this film  which you can called also behind the scene,can you upload making of this film  which you can called also behind the scene,82,78,78,"['can', 'you', 'upload', 'making', 'of', 'this', 'film', 'which', 'you', 'can', 'called', 'also', 'behind', 'the', 'scene']"
1531,EP,Very good,Very good,Very good,9,9,9,"['very', 'good']"
1534,EP,great movie,great movie,great movie,11,11,11,"['great', 'movie']"
1535,EP,"Who's the actress who plays jayesh more's wife, manjula?",Whos the actress who plays jayesh mores wife manjula,Whos the actress who plays jayesh mores wife manjula,56,52,52,"['whos', 'the', 'actress', 'who', 'plays', 'jayesh', 'mores', 'wife', 'manjula']"
1536,EP,I love u dad ❤🙂,I love u dad ❤🙂,I love u dad ,15,13,13,"['i', 'love', 'u', 'dad', '']"
1537,EP,good movie,good movie,good movie,10,10,10,"['good', 'movie']"
1538,EP,Love you ded....,Love you ded,Love you ded,16,12,12,"['love', 'you', 'ded']"
1539,EP,best movie,best movie,best movie,10,10,10,"['best', 'movie']"
1540,EP,best movie best best,best movie best best,best movie best best,20,20,20,"['best', 'movie', 'best', 'best']"
1541,EP,Awesome Message to the Society.,Awesome Message to the Society,Awesome Message to the Society,31,30,30,"['awesome', 'message', 'to', 'the', 'society']"
1549,EP,Is this official  or someone put pirated copies?,Is this official  or someone put pirated copies,Is this official  or someone put pirated copies,48,47,47,"['is', 'this', 'official', 'or', 'someone', 'put', 'pirated', 'copies']"
1550,EP,"The best story ever  
 Must watch..","The best story ever  
 Must watch","The best story ever  
 Must watch",35,33,33,"['the', 'best', 'story', 'ever', 'must', 'watch']"
1552,EP,Very good movie,Very good movie,Very good movie,15,15,15,"['very', 'good', 'movie']"
1553,EP,It's simple awesome movie. ,Its simple awesome movie ,Its simple awesome movie ,27,25,25,"['its', 'simple', 'awesome', 'movie', '']"
1554,EP,Good,Good,Good,4,4,4,['good']
1556,EP,Super movie,Super movie,Super movie,11,11,11,"['super', 'movie']"
1558,EP,Must watch with family and specially with kids to let them understand the moral and value of family and specially father...,Must watch with family and specially with kids to let them understand the moral and value of family and specially father,Must watch with family and specially with kids to let them understand the moral and value of family and specially father,123,120,120,"['must', 'watch', 'with', 'family', 'and', 'specially', 'with', 'kids', 'to', 'let', 'them', 'understand', 'the', 'moral', 'and', 'value', 'of', 'family', 'and', 'specially', 'father']"
1559,EP,Cried the entire movie.. This is a great family movie. @jackieshroff,Cried the entire movie This is a great family movie jackieshroff,Cried the entire movie This is a great family movie jackieshroff,68,64,64,"['cried', 'the', 'entire', 'movie', 'this', 'is', 'a', 'great', 'family', 'movie', 'jackieshroff']"
